customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
c0000000000000000000000000059,u0000000000000000000000000059,49816,customer_city_9,SP
c0000000000000000000000000060,u0000000000000000000000000060,68698,customer_city_10,RS
c0000000000000000000000000061,u0000000000000000000000000061,84284,customer_city_11,RJ
c0000000000000000000000000062,u0000000000000000000000000062,85853,customer_city_12,PR
c0000000000000000000000000063,u0000000000000000000000000063,40602,customer_city_13,PE
c0000000000000000000000000064,u0000000000000000000000000064,40163,customer_city_14,PR
c0000000000000000000000000065,u0000000000000000000000000065,71075,customer_city_15,PE
c0000000000000000000000000066,u0000000000000000000000000066,30272,customer_city_16,CE
c0000000000000000000000000067,u0000000000000000000000000067,27253,customer_city_17,RS
c0000000000000000000000000068,u0000000000000000000000000068,70603,customer_city_18,PR
c0000000000000000000000000069,u0000000000000000000000000069,65248,customer_city_19,RS
c0000000000000000000000000070,u0000000000000000000000000070,63180,customer_city_20,CE
c0000000000000000000000000071,u0000000000000000000000000071,27433,customer_city_21,RS
c0000000000000000000000000072,u0000000000000000000000000072,85454,customer_city_22,PR
c0000000000000000000000000073,u0000000000000000000000000073,36167,customer_city_23,CE
c0000000000000000000000000074,u0000000000000000000000000074,78430,customer_city_24,GO
c0000000000000000000000000075,u0000000000000000000000000075,96243,customer_city_25,PR
c0000000000000000000000000076,u0000000000000000000000000076,53858,customer_city_26,PR
c0000000000000000000000000077,u0000000000000000000000000077,8113,customer_city_27,PR
c0000000000000000000000000078,u0000000000000000000000000078,15019,customer_city_28,SC
c0000000000000000000000000079,u0000000000000000000000000079,87182,customer_city_29,BA
c0000000000000000000000000080,u0000000000000000000000000080,73559,customer_city_30,PE
c0000000000000000000000000081,u0000000000000000000000000081,56363,customer_city_31,SP
c0000000000000000000000000082,u0000000000000000000000000082,97926,customer_city_32,DF
c0000000000000000000000000083,u0000000000000000000000000083,84071,customer_city_33,CE
c0000000000000000000000000084,u0000000000000000000000000084,62122,customer_city_34,CE
c0000000000000000000000000085,u0000000000000000000000000085,44393,customer_city_35,RS
c0000000000000000000000000086,u0000000000000000000000000086,71809,customer_city_36,CE
c0000000000000000000000000087,u0000000000000000000000000087,98173,customer_city_37,ES
c0000000000000000000000000088,u0000000000000000000000000088,98773,customer_city_38,BA
c0000000000000000000000000089,u0000000000000000000000000089,73754,customer_city_39,MG
c0000000000000000000000000090,u0000000000000000000000000090,72939,customer_city_40,GO
c0000000000000000000000000091,u0000000000000000000000000091,57139,customer_city_41,MG
c0000000000000000000000000092,u0000000000000000000000000092,83132,customer_city_42,RJ
c0000000000000000000000000093,u0000000000000000000000000093,12869,customer_city_43,ES
c0000000000000000000000000094,u0000000000000000000000000094,48349,customer_city_44,ES
c0000000000000000000000000095,u0000000000000000000000000095,47255,customer_city_45,RS
c0000000000000000000000000096,u0000000000000000000000000096,63759,customer_city_46,GO
c0000000000000000000000000097,u0000000000000000000000000097,38152,customer_city_47,RJ
c0000000000000000000000000098,u0000000000000000000000000098,79618,customer_city_48,SP
c0000000000000000000000000099,u0000000000000000000000000099,78207,customer_city_49,CE
c0000000000000000000000000100,u0000000000000000000000000100,42405,customer_city_0,ES
c0000000000000000000000000101,u0000000000000000000000000101,87413,customer_city_1,RJ
c0000000000000000000000000102,u0000000000000000000000000102,79311,customer_city_2,SP
c0000000000000000000000000103,u0000000000000000000000000103,68861,customer_city_3,SP
c0000000000000000000000000104,u0000000000000000000000000104,68277,customer_city_4,SC
c0000000000000000000000000105,u0000000000000000000000000105,47281,customer_city_5,DF
c0000000000000000000000000106,u0000000000000000000000000106,28102,customer_city_6,PR
c0000000000000000000000000107,u0000000000000000000000000107,76584,customer_city_7,MG
c0000000000000000000000000108,u0000000000000000000000000108,92843,customer_city_8,RS
c0000000000000000000000000109,u0000000000000000000000000109,95445,customer_city_9,RS
c0000000000000000000000000110,u0000000000000000000000000110,89236,customer_city_10,DF
c0000000000000000000000000111,u0000000000000000000000000111,52833,customer_city_11,SC
c0000000000000000000000000112,u0000000000000000000000000112,11911,customer_city_12,RJ
c0000000000000000000000000113,u0000000000000000000000000113,84858,customer_city_13,PE
c0000000000000000000000000114,u0000000000000000000000000114,63530,customer_city_14,SC
c0000000000000000000000000115,u0000000000000000000000000115,98376,customer_city_15,DF
c0000000000000000000000000116,u0000000000000000000000000116,31514,customer_city_16,RJ
c0000000000000000000000000117,u0000000000000000000000000117,94674,customer_city_17,PR
c0000000000000000000000000118,u0000000000000000000000000118,88385,customer_city_18,PR
c0000000000000000000000000119,u0000000000000000000000000119,85485,customer_city_19,MG
c0000000000000000000000000120,u0000000000000000000000000120,72253,customer_city_20,RS
c0000000000000000000000000121,u0000000000000000000000000121,90551,customer_city_21,GO
c0000000000000000000000000122,u0000000000000000000000000122,92922,customer_city_22,BA
c0000000000000000000000000123,u0000000000000000000000000123,96049,customer_city_23,PR
c0000000000000000000000000124,u0000000000000000000000000124,47179,customer_city_24,RS
c0000000000000000000000000125,u0000000000000000000000000125,68844,customer_city_25,MG
c0000000000000000000000000126,u0000000000000000000000000126,76527,customer_city_26,RJ
c0000000000000000000000000127,u0000000000000000000000000127,29940,customer_city_27,MG
c0000000000000000000000000128,u0000000000000000000000000128,76499,customer_city_28,RJ
c0000000000000000000000000129,u0000000000000000000000000129,8148,customer_city_29,PR
c0000000000000000000000000130,u0000000000000000000000000130,70048,customer_city_30,SP
c0000000000000000000000000131,u0000000000000000000000000131,74490,customer_city_31,CE
c0000000000000000000000000132,u0000000000000000000000000132,73737,customer_city_32,SC
c0000000000000000000000000133,u0000000000000000000000000133,20025,customer_city_33,PE
c0000000000000000000000000134,u0000000000000000000000000134,25632,customer_city_34,RJ
c0000000000000000000000000135,u0000000000000000000000000135,30170,customer_city_35,CE
c0000000000000000000000000136,u0000000000000000000000000136,69843,customer_city_36,PE
c0000000000000000000000000137,u0000000000000000000000000137,56372,customer_city_37,SC
c0000000000000000000000000138,u0000000000000000000000000138,93566,customer_city_38,GO
c0000000000000000000000000139,u0000000000000000000000000139,59491,customer_city_39,SC
c0000000000000000000000000140,u0000000000000000000000000140,80073,customer_city_40,SC
c0000000000000000000000000141,u0000000000000000000000000141,9509,customer_city_41,SC
c0000000000000000000000000142,u0000000000000000000000000142,42482,customer_city_42,SC
c0000000000000000000000000143,u0000000000000000000000000143,9891,customer_city_43,SC
c0000000000000000000000000144,u0000000000000000000000000144,61374,customer_city_44,DF
c0000000000000000000000000145,u0000000000000000000000000145,75839,customer_city_45,BA
c0000000000000000000000000146,u0000000000000000000000000146,21195,customer_city_46,PR
c0000000000000000000000000147,u0000000000000000000000000147,7047,customer_city_47,RJ
c0000000000000000000000000148,u0000000000000000000000000148,73006,customer_city_48,RS
c0000000000000000000000000149,u0000000000000000000000000149,44559,customer_city_49,PR
c0000000000000000000000000150,u0000000000000000000000000150,48638,customer_city_0,ES
c0000000000000000000000000151,u0000000000000000000000000151,82379,customer_city_1,PR
c0000000000000000000000000152,u0000000000000000000000000152,73756,customer_city_2,RJ
c0000000000000000000000000153,u0000000000000000000000000153,42497,customer_city_3,SC
c0000000000000000000000000154,u0000000000000000000000000154,54219,customer_city_4,ES
c0000000000000000000000000155,u0000000000000000000000000155,85180,customer_city_5,ES
c0000000000000000000000000156,u0000000000000000000000000156,93390,customer_city_6,RS
c0000000000000000000000000157,u0000000000000000000000000157,2413,customer_city_7,GO
c0000000000000000000000000158,u0000000000000000000000000158,11074,customer_city_8,SC
c0000000000000000000000000159,u0000000000000000000000000159,97254,customer_city_9,RS
c0000000000000000000000000160,u0000000000000000000000000160,70501,customer_city_10,PE
c0000000000000000000000000161,u0000000000000000000000000161,2567,customer_city_11,ES
c0000000000000000000000000162,u0000000000000000000000000162,85922,customer_city_12,BA
c0000000000000000000000000163,u0000000000000000000000000163,10096,customer_city_13,GO
c0000000000000000000000000164,u0000000000000000000000000164,84930,customer_city_14,SP
c0000000000000000000000000165,u0000000000000000000000000165,71163,customer_city_15,RS
c0000000000000000000000000166,u0000000000000000000000000166,19342,customer_city_16,SP
c0000000000000000000000000167,u0000000000000000000000000167,98131,customer_city_17,BA
c0000000000000000000000000168,u0000000000000000000000000168,14937,customer_city_18,RJ
c0000000000000000000000000169,u0000000000000000000000000169,49487,customer_city_19,DF
c0000000000000000000000000170,u0000000000000000000000000170,17632,customer_city_20,PR
c0000000000000000000000000171,u0000000000000000000000000171,67524,customer_city_21,PR
c0000000000000000000000000172,u0000000000000000000000000172,14686,customer_city_22,CE
c0000000000000000000000000173,u0000000000000000000000000173,19997,customer_city_23,PR
c0000000000000000000000000174,u0000000000000000000000000174,84623,customer_city_24,BA
c0000000000000000000000000175,u0000000000000000000000000175,92311,customer_city_25,RJ
c0000000000000000000000000176,u0000000000000000000000000176,49551,customer_city_26,PE
c0000000000000000000000000177,u0000000000000000000000000177,49029,customer_city_27,MG
c0000000000000000000000000178,u0000000000000000000000000178,70033,customer_city_28,RJ
c0000000000000000000000000179,u0000000000000000000000000179,83218,customer_city_29,SP
c0000000000000000000000000180,u0000000000000000000000000180,35079,customer_city_30,PR
c0000000000000000000000000181,u0000000000000000000000000181,88235,customer_city_31,RS
c0000000000000000000000000182,u0000000000000000000000000182,38988,customer_city_32,BA
c0000000000000000000000000183,u0000000000000000000000000183,65286,customer_city_33,RS
c0000000000000000000000000184,u0000000000000000000000000184,77962,customer_city_34,BA
c0000000000000000000000000185,u0000000000000000000000000185,88282,customer_city_35,SC
c0000000000000000000000000186,u0000000000000000000000000186,61429,customer_city_36,CE
c0000000000000000000000000187,u0000000000000000000000000187,92483,customer_city_37,CE
c0000000000000000000000000188,u0000000000000000000000000188,11013,customer_city_38,RJ
c0000000000000000000000000189,u0000000000000000000000000189,15643,customer_city_39,RJ
c0000000000000000000000000190,u0000000000000000000000000190,47076,customer_city_40,SP
c0000000000000000000000000191,u0000000000000000000000000191,47507,customer_city_41,ES
c0000000000000000000000000192,u0000000000000000000000000192,59190,customer_city_42,PR
c0000000000000000000000000193,u0000000000000000000000000193,27094,customer_city_43,RS
c0000000000000000000000000194,u0000000000000000000000000194,33858,customer_city_44,GO
c0000000000000000000000000195,u0000000000000000000000000195,35296,customer_city_45,DF
c0000000000000000000000000196,u0000000000000000000000000196,18627,customer_city_46,SC
c0000000000000000000000000197,u0000000000000000000000000197,98262,customer_city_47,BA
c0000000000000000000000000198,u0000000000000000000000000198,87214,customer_city_48,ES
c0000000000000000000000000199,u0000000000000000000000000199,84288,customer_city_49,RJ
c0000000000000000000000000200,u0000000000000000000000000200,40563,customer_city_0,DF
c0000000000000000000000000201,u0000000000000000000000000201,57849,customer_city_1,BA
c0000000000000000000000000202,u0000000000000000000000000202,32258,customer_city_2,RJ
c0000000000000000000000000203,u0000000000000000000000000203,89037,customer_city_3,PE
c0000000000000000000000000204,u0000000000000000000000000204,29574,customer_city_4,MG
c0000000000000000000000000205,u0000000000000000000000000205,97921,customer_city_5,PE
c0000000000000000000000000206,u0000000000000000000000000206,22001,customer_city_6,GO
c0000000000000000000000000207,u0000000000000000000000000207,25083,customer_city_7,PE
c0000000000000000000000000208,u0000000000000000000000000208,18499,customer_city_8,SC
c0000000000000000000000000209,u0000000000000000000000000209,49224,customer_city_9,MG
c0000000000000000000000000210,u0000000000000000000000000210,38089,customer_city_10,CE
c0000000000000000000000000211,u0000000000000000000000000211,47439,customer_city_11,BA
c0000000000000000000000000212,u0000000000000000000000000212,35131,customer_city_12,RJ
c0000000000000000000000000213,u0000000000000000000000000213,65868,customer_city_13,SP
c0000000000000000000000000214,u0000000000000000000000000214,75814,customer_city_14,MG
c0000000000000000000000000215,u0000000000000000000000000215,87005,customer_city_15,BA
c0000000000000000000000000216,u0000000000000000000000000216,41645,customer_city_16,PE
c0000000000000000000000000217,u0000000000000000000000000217,85833,customer_city_17,DF
c0000000000000000000000000218,u0000000000000000000000000218,24882,customer_city_18,ES
c0000000000000000000000000219,u0000000000000000000000000219,2743,customer_city_19,MG
c0000000000000000000000000220,u0000000000000000000000000220,40441,customer_city_20,GO
c0000000000000000000000000221,u0000000000000000000000000221,79097,customer_city_21,CE
c0000000000000000000000000222,u0000000000000000000000000222,92424,customer_city_22,ES
c0000000000000000000000000223,u0000000000000000000000000223,22237,customer_city_23,BA
c0000000000000000000000000224,u0000000000000000000000000224,81945,customer_city_24,PR
c0000000000000000000000000225,u0000000000000000000000000225,67308,customer_city_25,GO
c0000000000000000000000000226,u0000000000000000000000000226,83502,customer_city_26,PE
c0000000000000000000000000227,u0000000000000000000000000227,22538,customer_city_27,ES
c0000000000000000000000000228,u0000000000000000000000000228,86033,customer_city_28,ES
c0000000000000000000000000229,u0000000000000000000000000229,67227,customer_city_29,RJ
c0000000000000000000000000230,u0000000000000000000000000230,94697,customer_city_30,BA
c0000000000000000000000000231,u0000000000000000000000000231,58682,customer_city_31,CE
c0000000000000000000000000232,u0000000000000000000000000232,69521,customer_city_32,MG
c0000000000000000000000000233,u0000000000000000000000000233,45279,customer_city_33,ES
c0000000000000000000000000234,u0000000000000000000000000234,85661,customer_city_34,RJ
c0000000000000000000000000235,u0000000000000000000000000235,70932,customer_city_35,BA
c0000000000000000000000000236,u0000000000000000000000000236,19672,customer_city_36,ES
c0000000000000000000000000237,u0000000000000000000000000237,11998,customer_city_37,PE
c0000000000000000000000000238,u0000000000000000000000000238,33884,customer_city_38,PE
c0000000000000000000000000239,u0000000000000000000000000239,93766,customer_city_39,GO
c0000000000000000000000000240,u0000000000000000000000000240,86078,customer_city_40,PE
c0000000000000000000000000241,u0000000000000000000000000241,95084,customer_city_41,PR
c0000000000000000000000000242,u0000000000000000000000000242,9526,customer_city_42,MG
c0000000000000000000000000243,u0000000000000000000000000243,56058,customer_city_43,DF
c0000000000000000000000000244,u0000000000000000000000000244,83090,customer_city_44,RS
c0000000000000000000000000245,u0000000000000000000000000245,9126,customer_city_45,GO
c0000000000000000000000000246,u0000000000000000000000000246,45514,customer_city_46,PE
c0000000000000000000000000247,u0000000000000000000000000247,41850,customer_city_47,BA
c0000000000000000000000000248,u0000000000000000000000000248,26612,customer_city_48,PR
c0000000000000000000000000249,u0000000000000000000000000249,32328,customer_city_49,GO
c0000000000000000000000000250,u0000000000000000000000000250,45540,customer_city_0,DF
c0000000000000000000000000251,u0000000000000000000000000251,26124,customer_city_1,DF
c0000000000000000000000000252,u0000000000000000000000000252,28425,customer_city_2,CE
c0000000000000000000000000253,u0000000000000000000000000253,41107,customer_city_3,ES
c0000000000000000000000000254,u0000000000000000000000000254,10946,customer_city_4,RS
c0000000000000000000000000255,u0000000000000000000000000255,94871,customer_city_5,CE
c0000000000000000000000000256,u0000000000000000000000000256,73432,customer_city_6,GO
c0000000000000000000000000257,u0000000000000000000000000257,91507,customer_city_7,DF
c0000000000000000000000000258,u0000000000000000000000000258,89458,customer_city_8,DF
c0000000000000000000000000259,u0000000000000000000000000259,98405,customer_city_9,RJ
c0000000000000000000000000260,u0000000000000000000000000260,69925,customer_city_10,RS
c0000000000000000000000000261,u0000000000000000000000000261,13521,customer_city_11,ES
c0000000000000000000000000262,u0000000000000000000000000262,98774,customer_city_12,ES
c0000000000000000000000000263,u0000000000000000000000000263,98182,customer_city_13,ES
c0000000000000000000000000264,u0000000000000000000000000264,33728,customer_city_14,RS
c0000000000000000000000000265,u0000000000000000000000000265,52781,customer_city_15,ES
c0000000000000000000000000266,u0000000000000000000000000266,75606,customer_city_16,MG
c0000000000000000000000000267,u0000000000000000000000000267,96067,customer_city_17,BA
c0000000000000000000000000268,u0000000000000000000000000268,51002,customer_city_18,DF
c0000000000000000000000000269,u0000000000000000000000000269,33632,customer_city_19,SC
c0000000000000000000000000270,u0000000000000000000000000270,11909,customer_city_20,SC
c0000000000000000000000000271,u0000000000000000000000000271,98280,customer_city_21,RS
c0000000000000000000000000272,u0000000000000000000000000272,56579,customer_city_22,CE
c0000000000000000000000000273,u0000000000000000000000000273,56950,customer_city_23,SC
c0000000000000000000000000274,u0000000000000000000000000274,38793,customer_city_24,CE
c0000000000000000000000000275,u0000000000000000000000000275,45846,customer_city_25,SP
c0000000000000000000000000276,u0000000000000000000000000276,45967,customer_city_26,RS
c0000000000000000000000000277,u0000000000000000000000000277,87360,customer_city_27,GO
c0000000000000000000000000278,u0000000000000000000000000278,94934,customer_city_28,DF
c0000000000000000000000000279,u0000000000000000000000000279,51264,customer_city_29,SC
c0000000000000000000000000280,u0000000000000000000000000280,17700,customer_city_30,RS
c0000000000000000000000000281,u0000000000000000000000000281,66514,customer_city_31,PE
c0000000000000000000000000282,u0000000000000000000000000282,97030,customer_city_32,PR
c0000000000000000000000000283,u0000000000000000000000000283,8094,customer_city_33,CE
c0000000000000000000000000284,u0000000000000000000000000284,13589,customer_city_34,RS
c0000000000000000000000000285,u0000000000000000000000000285,61774,customer_city_35,PE
c0000000000000000000000000286,u0000000000000000000000000286,40107,customer_city_36,BA
c0000000000000000000000000287,u0000000000000000000000000287,22130,customer_city_37,RJ
c0000000000000000000000000288,u0000000000000000000000000288,92108,customer_city_38,RS
c0000000000000000000000000289,u0000000000000000000000000289,34315,customer_city_39,PE
c0000000000000000000000000290,u0000000000000000000000000290,36405,customer_city_40,RJ
c0000000000000000000000000291,u0000000000000000000000000291,65175,customer_city_41,RJ
c0000000000000000000000000292,u0000000000000000000000000292,91001,customer_city_42,DF
c0000000000000000000000000293,u0000000000000000000000000293,30984,customer_city_43,SC
c0000000000000000000000000294,u0000000000000000000000000294,67674,customer_city_44,CE
c0000000000000000000000000295,u0000000000000000000000000295,90006,customer_city_45,PR
c0000000000000000000000000296,u0000000000000000000000000296,8536,customer_city_46,RS
c0000000000000000000000000297,u0000000000000000000000000297,24878,customer_city_47,DF
c0000000000000000000000000298,u0000000000000000000000000298,65955,customer_city_48,PE
c0000000000000000000000000299,u0000000000000000000000000299,25492,customer_city_49,PR
c0000000000000000000000000300,u0000000000000000000000000300,85393,customer_city_0,SP
c0000000000000000000000000301,u0000000000000000000000000301,49705,customer_city_1,PR
c0000000000000000000000000302,u0000000000000000000000000302,26127,customer_city_2,ES
c0000000000000000000000000303,u0000000000000000000000000303,70791,customer_city_3,DF
c0000000000000000000000000304,u0000000000000000000000000304,29879,customer_city_4,SC
c0000000000000000000000000305,u0000000000000000000000000305,93466,customer_city_5,DF
c0000000000000000000000000306,u0000000000000000000000000306,58958,customer_city_6,PR
c0000000000000000000000000307,u0000000000000000000000000307,10443,customer_city_7,ES
c0000000000000000000000000308,u0000000000000000000000000308,2231,customer_city_8,RJ
c0000000000000000000000000309,u0000000000000000000000000309,56985,customer_city_9,ES
c0000000000000000000000000310,u0000000000000000000000000310,14621,customer_city_10,SC
c0000000000000000000000000311,u0000000000000000000000000311,24838,customer_city_11,ES
c0000000000000000000000000312,u0000000000000000000000000312,1375,customer_city_12,PR
c0000000000000000000000000313,u0000000000000000000000000313,92197,customer_city_13,CE
c0000000000000000000000000314,u0000000000000000000000000314,23751,customer_city_14,DF
c0000000000000000000000000315,u0000000000000000000000000315,86550,customer_city_15,PE
c0000000000000000000000000316,u0000000000000000000000000316,75727,customer_city_16,BA
c0000000000000000000000000317,u0000000000000000000000000317,51084,customer_city_17,GO
c0000000000000000000000000318,u0000000000000000000000000318,69588,customer_city_18,RS
c0000000000000000000000000319,u0000000000000000000000000319,13335,customer_city_19,GO
c0000000000000000000000000320,u0000000000000000000000000320,48641,customer_city_20,SC
c0000000000000000000000000321,u0000000000000000000000000321,10565,customer_city_21,PR
c0000000000000000000000000322,u0000000000000000000000000322,6017,customer_city_22,DF
c0000000000000000000000000323,u0000000000000000000000000323,94350,customer_city_23,GO
c0000000000000000000000000324,u0000000000000000000000000324,43432,customer_city_24,PE
c0000000000000000000000000325,u0000000000000000000000000325,72576,customer_city_25,MG
c0000000000000000000000000326,u0000000000000000000000000326,93024,customer_city_26,BA
c0000000000000000000000000327,u0000000000000000000000000327,30351,customer_city_27,DF
c0000000000000000000000000328,u0000000000000000000000000328,32697,customer_city_28,DF
c0000000000000000000000000329,u0000000000000000000000000329,35108,customer_city_29,DF
c0000000000000000000000000330,u0000000000000000000000000330,71178,customer_city_30,PR
c0000000000000000000000000331,u0000000000000000000000000331,64768,customer_city_31,PE
c0000000000000000000000000332,u0000000000000000000000000332,29351,customer_city_32,RS
c0000000000000000000000000333,u0000000000000000000000000333,14486,customer_city_33,BA
c0000000000000000000000000334,u0000000000000000000000000334,80152,customer_city_34,PE
c0000000000000000000000000335,u0000000000000000000000000335,51540,customer_city_35,SC
c0000000000000000000000000336,u0000000000000000000000000336,43844,customer_city_36,BA
c0000000000000000000000000337,u0000000000000000000000000337,53473,customer_city_37,RJ
c0000000000000000000000000338,u0000000000000000000000000338,12536,customer_city_38,PR
c0000000000000000000000000339,u0000000000000000000000000339,65238,customer_city_39,SC
c0000000000000000000000000340,u0000000000000000000000000340,14701,customer_city_40,RS
c0000000000000000000000000341,u0000000000000000000000000341,76660,customer_city_41,PE
c0000000000000000000000000342,u0000000000000000000000000342,56389,customer_city_42,PR
c0000000000000000000000000343,u0000000000000000000000000343,14278,customer_city_43,PR
c0000000000000000000000000344,u0000000000000000000000000344,22842,customer_city_44,MG
c0000000000000000000000000345,u0000000000000000000000000345,14106,customer_city_45,SC
c0000000000000000000000000346,u0000000000000000000000000346,29869,customer_city_46,PE
c0000000000000000000000000347,u0000000000000000000000000347,52252,customer_city_47,BA
c0000000000000000000000000348,u0000000000000000000000000348,38982,customer_city_48,BA
c0000000000000000000000000349,u0000000000000000000000000349,74498,customer_city_49,MG
c0000000000000000000000000350,u0000000000000000000000000350,50278,customer_city_0,ES
c0000000000000000000000000351,u0000000000000000000000000351,72207,customer_city_1,BA
c0000000000000000000000000352,u0000000000000000000000000352,16917,customer_city_2,CE
c0000000000000000000000000353,u0000000000000000000000000353,16864,customer_city_3,DF
c0000000000000000000000000354,u0000000000000000000000000354,84387,customer_city_4,SP
c0000000000000000000000000355,u0000000000000000000000000355,2444,customer_city_5,BA
c0000000000000000000000000356,u0000000000000000000000000356,94740,customer_city_6,MG
c0000000000000000000000000357,u0000000000000000000000000357,97029,customer_city_7,PR
c0000000000000000000000000358,u0000000000000000000000000358,70275,customer_city_8,PR
c0000000000000000000000000359,u0000000000000000000000000359,47725,customer_city_9,BA
c0000000000000000000000000360,u0000000000000000000000000360,33949,customer_city_10,ES
c0000000000000000000000000361,u0000000000000000000000000361,8784,customer_city_11,MG
c0000000000000000000000000362,u0000000000000000000000000362,57559,customer_city_12,GO
c0000000000000000000000000363,u0000000000000000000000000363,49196,customer_city_13,RS
c0000000000000000000000000364,u0000000000000000000000000364,33013,customer_city_14,SC
c0000000000000000000000000365,u0000000000000000000000000365,71964,customer_city_15,DF
c0000000000000000000000000366,u0000000000000000000000000366,36428,customer_city_16,SC
c0000000000000000000000000367,u0000000000000000000000000367,35410,customer_city_17,BA
c0000000000000000000000000368,u0000000000000000000000000368,2990,customer_city_18,SC
c0000000000000000000000000369,u0000000000000000000000000369,37194,customer_city_19,SC
c0000000000000000000000000370,u0000000000000000000000000370,47312,customer_city_20,DF
c0000000000000000000000000371,u0000000000000000000000000371,39543,customer_city_21,BA
c0000000000000000000000000372,u0000000000000000000000000372,97200,customer_city_22,ES
c0000000000000000000000000373,u0000000000000000000000000373,54729,customer_city_23,RS
c0000000000000000000000000374,u0000000000000000000000000374,24581,customer_city_24,GO
